title,release_year,rating,num_seasons,is_mature,genre_count,binge_score
The Confrontation,2018,TV-PG,1,0,2,1.1
American Crime Story: The People v. O.J. Simpson,2016,TV-MA,1,1,2,1.3
Secret City,2016,TV-MA,2,1,3,2.1
A Korean Odyssey,2017,TV-MA,1,1,3,1.5999999999999999
Cricket Fever: Mumbai Indians,2019,TV-MA,1,1,2,1.3
Larva Island,2019,TV-Y7,2,0,3,1.9
Losers,2019,TV-MA,1,1,1,1.0
Northern Rescue,2019,TV-14,1,0,1,0.8
The Disastrous Life of Saiki K.,2018,TV-14,3,0,3,2.4
Unsolved,2018,TV-MA,1,1,2,1.3
Chef's Table,2019,TV-MA,6,1,2,3.8000000000000003
The Big Family Cooking Showdown,2018,TV-PG,2,0,3,1.9
Z4,2018,TV-PG,2,0,1,1.3
Hjørdis,2015,TV-MA,1,1,3,1.5999999999999999
Larry Charles' Dangerous World of Comedy,2019,TV-MA,1,1,2,1.3
The 43,2019,TV-MA,1,1,3,1.5999999999999999
The Kirlian Frequency,2017,TV-14,1,0,3,1.4
Barbie Dreamhouse Adventures,2018,TV-Y,3,0,1,1.8
Velvet Colección,2018,TV-14,2,0,3,1.9
Iron Ladies,2018,TV-14,1,0,3,1.4
The Break,2018,TV-MA,2,1,3,2.1
One Day at a Time,2019,TV-PG,3,0,1,1.8
The Last of the Schmucks,2017,TV-MA,1,1,2,1.3
Hidden Worlds,2018,TV-14,1,0,3,1.4
Live,2018,TV-MA,1,1,3,1.5999999999999999
Safe,2018,TV-MA,1,1,3,1.5999999999999999
Tayee,2018,TV-MA,1,1,2,1.3
Violet Evergarden,2018,TV-14,1,0,3,1.4
Romance is a bonus book,2019,TV-14,1,0,3,1.4
Littlest Pet Shop: A World of Our Own,2018,TV-Y7,2,0,1,1.3
Russian Doll,2019,TV-MA,1,1,2,1.3
Sparta,2018,TV-MA,1,1,3,1.5999999999999999
Sword Art Online Alternative: Gun Gale Online,2018,TV-MA,1,1,2,1.3
Paprika,2018,TV-Y,1,0,1,0.8
A Taiwanese Tale of Two Cities,2018,TV-MA,1,1,2,1.3
Z Nation,2018,TV-MA,5,1,3,3.6
Black Earth Rising,2018,TV-MA,1,1,3,1.5999999999999999
Club of Crows,2019,TV-MA,4,1,3,3.1
Examination of Conscience,2019,TV-MA,1,1,3,1.5999999999999999
The Perfect Match,2017,TV-14,1,0,3,1.4
Conversations with a Killer: The Ted Bundy Tapes,2019,TV-MA,1,1,2,1.3
Innocent,2017,TV-MA,1,1,3,1.5999999999999999
Marvel's The Punisher,2019,TV-MA,2,1,3,2.1
Memory Love,2017,TV-14,1,0,3,1.4
The World's Most Extraordinary Homes,2019,TV-G,3,0,3,2.4
Trigger Warning with Killer Mike,2019,TV-MA,1,1,2,1.3
Lavender,2002,TV-14,1,0,3,1.4
La Grande Chaumière Violette,2016,TV-14,1,0,2,1.1
Back with the Ex,2018,TV-MA,1,1,3,1.5999999999999999
Friends from College,2019,TV-MA,2,1,2,1.8
Hardy Bucks,2018,TV-MA,4,1,1,2.5
Horrid Henry,2019,TV-Y7,2,0,3,1.9
Pocoyo,2017,TV-Y,4,0,2,2.6
When Heroes Fly,2018,TV-MA,1,1,3,1.5999999999999999
See You in Time,2017,TV-14,1,0,3,1.4
Déjà Vu,2013,TV-14,1,0,3,1.4
A Series of Unfortunate Events,2019,TV-PG,3,0,3,2.4
COMEDIANS of the world,2019,TV-MA,13,1,2,7.3
The Paper,2018,TV-MA,2,1,2,1.8
Tidying Up with Marie Kondo,2019,TV-PG,1,0,1,0.8
Pioneers: First Women Filmmakers*,1925,TV-14,1,0,1,0.8
In Family We Trust,2018,TV-MA,1,1,3,1.5999999999999999
Hashoter Hatov,2015,TV-MA,1,1,3,1.5999999999999999
Murder Mountain,2018,TV-MA,1,1,2,1.3
Selection Day,2018,TV-14,1,0,3,1.4
Stand Up and Away! with Brian Regan,2018,TV-PG,1,0,2,1.1
Way Back into Love,2011,TV-14,1,0,3,1.4
Watership Down,2018,TV-PG,1,0,3,1.4
Demon's Path,2018,TV-14,1,0,3,1.4
People Just Do Nothing,2018,TV-MA,5,1,2,3.3000000000000003
Single Ladies Senior,2018,TV-MA,1,1,3,1.5999999999999999
7 Days Out,2018,TV-PG,1,0,1,0.8
Jojo's World,2017,TV-14,1,0,3,1.4
LAST HOPE,2018,TV-14,2,0,2,1.6
Lion Pride,2017,TV-MA,1,1,3,1.5999999999999999
Love @ Seventeen,2016,TV-14,1,0,3,1.4
Perfume,2018,TV-MA,1,1,3,1.5999999999999999
Sirius the Jaeger,2018,TV-MA,1,1,3,1.5999999999999999
Wolf,2018,TV-MA,1,1,3,1.5999999999999999
Fate/stay night: Unlimited Blade Works,2015,TV-14,2,0,2,1.6
Ellen DeGeneres: Relatable,2018,TV-MA,1,1,2,1.3
Ashes of Love,2018,TV-14,1,0,3,1.4
DreamWorks Holiday Classics,2011,TV-PG,1,0,2,1.1
Flowers,2018,TV-MA,2,1,3,2.1
Hymn of Death,2018,TV-14,1,0,3,1.4
Inside the Real Narcos,2018,TV-MA,1,1,3,1.5999999999999999
The Fix,2018,TV-MA,1,1,1,1.0
The Innocent Man,2018,TV-MA,1,1,2,1.3
Tidelands,2018,TV-MA,1,1,3,1.5999999999999999
Travelers,2018,TV-MA,3,1,3,2.6
Voltron: Legendary Defender,2018,TV-Y7,8,0,1,4.3
Back Street Girls -GOKUDOLS-,2018,TV-MA,1,1,2,1.3
Dogs of Berlin,2018,TV-MA,1,1,3,1.5999999999999999
Neo Yokio,2018,TV-MA,2,1,3,2.1
Pine Gap,2018,TV-MA,1,1,2,1.3
The Sound of Your Heart: Reboot,2018,TV-14,2,0,3,1.9
Memories of the Alhambra,2018,TV-MA,1,1,3,1.5999999999999999
Haunted House,2017,TV-G,1,0,2,1.1
1983,2018,TV-MA,1,1,3,1.5999999999999999
Death by Magic,2018,TV-PG,1,0,1,0.8
Love and Fortune,2018,TV-MA,1,1,3,1.5999999999999999
Spy Kids: Mission Critical,2018,TV-Y7,2,0,1,1.3
Bumping Mics with Jeff Ross & Dave Attell,2018,TV-MA,1,1,2,1.3
Minecraft: Story Mode,2015,TV-PG,1,0,1,0.8
Frontier,2018,TV-MA,3,1,3,2.6
Fugitiva,2018,TV-MA,1,1,3,1.5999999999999999
Sick Note,2018,TV-MA,2,1,3,2.1
Mystery Science Theater 3000: The Return,2018,TV-14,2,0,2,1.6
Kulipari: Dream Walker,2018,TV-Y7,1,0,1,0.8
Paap-O-Meter,2017,TV-Y7,1,0,2,1.1
The Final Table,2018,TV-PG,1,0,1,0.8
Eternal Love,2017,TV-14,1,0,3,1.4
La Doña,2016,TV-14,1,0,2,1.1
Silvana Sin Lana,2016,TV-14,1,0,3,1.4
Ponysitters Club,2018,TV-G,2,0,2,1.6
Vai Anitta,2018,TV-MA,1,1,3,1.5999999999999999
Beyblade Burst Evolution,2017,TV-Y,1,0,2,1.1
Warrior,2018,TV-MA,1,1,3,1.5999999999999999
Age of Tanks,2017,TV-PG,1,0,3,1.4
Medal of Honor,2018,TV-MA,1,1,2,1.3
Super Drags,2018,TV-MA,1,1,2,1.3
The Queen of Flow,2018,TV-MA,1,1,3,1.5999999999999999
Treehouse Detectives,2018,TV-Y,2,0,2,1.6
Westside,2018,TV-MA,1,1,1,1.0
Transfers,2017,TV-MA,1,1,3,1.5999999999999999
Damnation,2017,TV-MA,1,1,2,1.3
Kopitiam,2003,TV-14,7,0,2,4.1
Brainchild,2018,TV-G,1,0,1,0.8
Creators,2015,TV-Y,2,0,2,1.6
Follow This,2018,TV-MA,3,1,1,2.0
The Great British Baking Show: The Beginnings,2012,TV-PG,1,0,2,1.1
Fate/EXTRA Last Encore,2018,TV-MA,2,1,2,1.8
Terrorism Close Calls,2018,TV-MA,1,1,3,1.5999999999999999
DreamWorks Spooky Stories,2009,TV-PG,1,0,2,1.1
Great News,2017,TV-14,2,0,1,1.3
Here to Heart,2018,TV-14,1,0,3,1.4
The Hollywood Masters,2017,TV-MA,3,1,1,2.0
Accidentally in Love,2018,TV-14,1,0,3,1.4
Ask the Doctor,2017,TV-PG,1,0,3,1.4
Best.Worst.Weekend.Ever.,2018,TV-PG,1,0,2,1.1
Making a Murderer,2018,TV-14,2,0,2,1.6
Marvel's Daredevil,2018,TV-MA,3,1,2,2.3000000000000003
Project S The Series,2017,TV-MA,4,1,3,3.1
Wanderlust,2018,TV-MA,1,1,3,1.5999999999999999
My Babysitter's a Vampire,2012,TV-PG,2,0,2,1.6
Rake,2018,TV-MA,5,1,3,3.6
Stunt Science,2018,TV-MA,1,1,3,1.5999999999999999
Edgar Rice Burroughs' Tarzan and Jane,2018,TV-Y7,2,0,2,1.6
FIGHTWORLD,2018,TV-MA,1,1,1,1.0
The Curious Creations of Christine McConnell,2018,TV-PG,1,0,2,1.1
The Haunting of Hill House,2018,TV-MA,1,1,3,1.5999999999999999
Ordinary Heroes,2018,TV-MA,1,1,3,1.5999999999999999
Salt Fat Acid Heat,2018,TV-PG,1,0,1,0.8
Blood Pact,2018,TV-MA,1,1,3,1.5999999999999999
Sofia the First,2017,TV-Y,4,0,1,2.3
Dancing Queen,2018,TV-14,1,0,1,0.8
Empire Games,2018,TV-14,1,0,1,0.8
LOST SONG,2018,TV-14,1,0,2,1.1
YG Future Strategy Office,2018,TV-MA,1,1,3,1.5999999999999999
Violet Evergarden: Special,2018,TV-PG,1,0,3,1.4
Monty Python Best Bits (mostly),2014,TV-MA,1,1,3,1.5999999999999999
Monty Python's Almost the Truth,2009,TV-MA,1,1,2,1.3
Monty Python's Fliegender Zirkus,1972,TV-MA,1,1,2,1.3
Monty Python's Flying Circus,1974,TV-14,4,0,3,2.9
Monty Python's Personal Best,2005,TV-MA,1,1,2,1.3
Hot Date,2018,TV-MA,1,1,2,1.3
Strong,2016,TV-14,1,0,1,0.8
Three Wives One Husband,2018,TV-14,1,0,3,1.4
Made in Mexico,2018,TV-MA,1,1,3,1.5999999999999999
Reboot: The Guardian Code,2018,TV-Y7,2,0,1,1.3
Skylanders Academy,2018,TV-Y7,3,0,2,2.1
Battlefish,2018,TV-MA,1,1,3,1.5999999999999999
DRAGON PILOT: Hisone & Masotan,2018,TV-14,1,0,2,1.1
Maniac,2018,TV-MA,1,1,3,1.5999999999999999
The Good Cop,2018,TV-14,1,0,3,1.4
Mobile Suit Gundam UC,2014,TV-PG,1,0,2,1.1
Transformers: Rescue Bots,2016,TV-Y7,1,0,1,0.8
Al Hayba,2017,TV-14,1,0,3,1.4
American Vandal,2018,TV-MA,2,1,3,2.1
Boca Juniors Confidential,2018,TV-PG,1,0,3,1.4
Ingobernable,2018,TV-MA,2,1,3,2.1
Norm Macdonald Has a Show,2018,TV-MA,1,1,2,1.3
Super Monsters Monster Party,2018,TV-Y,1,0,1,0.8
The Rise of Phoenixes,2018,TV-14,1,0,3,1.4
Life,2018,TV-MA,1,1,3,1.5999999999999999
Daniel Sloss: Live Shows,2018,TV-MA,1,1,2,1.3
If I were an Animal,2018,TV-G,1,0,3,1.4
Show Me the Money,2004,TV-14,2,0,2,1.6
Transformers Prime,2013,TV-Y7,1,0,1,0.8
Transformers: Robots in Disguise,2016,TV-Y7,1,0,1,0.8
First and Last,2018,TV-MA,1,1,1,1.0
Marvel's Iron Fist,2018,TV-MA,2,1,3,2.1
Stretch Armstrong & the Flex Fighters,2018,TV-Y7,2,0,1,1.3
Monkey Twins,2018,TV-MA,1,1,3,1.5999999999999999
Quantico,2018,TV-14,3,0,3,2.4
Age of Rebellion,2018,TV-MA,1,1,3,1.5999999999999999
Sisters,2018,TV-MA,1,1,3,1.5999999999999999
Cathedral of the Sea,2017,TV-MA,1,1,3,1.5999999999999999
Inside the Criminal Mind,2018,TV-MA,1,1,3,1.5999999999999999
The Comedy Lineup,2018,TV-MA,2,1,2,1.8
Ultimate Beastmaster,2018,TV-PG,3,0,1,1.8
Ultimate Beastmaster México,2018,TV-PG,3,0,2,2.1
Undercover Law,2017,TV-MA,1,1,3,1.5999999999999999
Chicken Soup for the Soul's Being Dad,2018,TV-MA,1,1,1,1.0
GHOUL,2018,TV-MA,1,1,3,1.5999999999999999
Take My Brother Away,2018,TV-14,1,0,3,1.4
The Innocents,2018,TV-MA,1,1,3,1.5999999999999999
Stay Here,2018,TV-PG,1,0,1,0.8
72 Dangerous Animals: Asia,2018,TV-14,1,0,3,1.4
Afflicted,2018,TV-MA,1,1,3,1.5999999999999999
All About the Washingtons,2018,TV-PG,1,0,1,0.8
The Originals,2018,TV-14,5,0,3,3.4
Pretty Man,2018,TV-14,1,0,3,1.4
On Children,2018,TV-14,1,0,3,1.4
Cocaine Coast,2018,TV-MA,1,1,3,1.5999999999999999
Dinotrux Supercharged,2018,TV-Y7,3,0,1,1.8
Becoming Champions,2018,TV-G,1,0,2,1.1
Switched,2018,TV-MA,1,1,3,1.5999999999999999
The Could’ve-Gone-All-the-Way Committee,2018,TV-14,1,0,3,1.4
A Very Secret Service,2018,TV-MA,2,1,2,1.8
SWORDGAI The Animation,2018,TV-MA,2,1,2,1.8
Kath and Kim,2007,TV-MA,6,1,1,3.5
El Chapo,2018,TV-MA,3,1,3,2.6
Smoking,2018,TV-MA,1,1,3,1.5999999999999999
Welcome to the Family,2018,TV-MA,1,1,3,1.5999999999999999
Amazing Interiors,2018,TV-PG,1,0,3,1.4
Dark Tourist,2018,TV-MA,1,1,2,1.3
Home: Adventures with Tip & Oh,2018,TV-Y7,4,0,2,2.6
Jimmy: The True Story of a True Idiot,2018,TV-MA,1,1,3,1.5999999999999999
Luna Petunia: Return to Amazia,2018,TV-Y,2,0,1,1.3
Camarón Revolution,2018,TV-14,1,0,3,1.4
The Joel McHale Show with Joel McHale,2018,TV-MA,2,1,2,1.8
Meteor Garden,2018,TV-14,1,0,3,1.4
Mossad 101,2017,TV-MA,2,1,3,2.1
Baby Ballroom,2018,TV-MA,2,1,3,2.1
Drug Lords,2018,TV-MA,2,1,2,1.8
Mr. Sunshine,2018,TV-MA,1,1,3,1.5999999999999999
First Team: Juventus,2018,TV-PG,2,0,2,1.6
NCIS,2017,TV-14,15,0,3,8.4
Somewhere Between,2017,TV-14,1,0,3,1.4
Churchill’s Secret Agents: The New Recruits,2018,TV-MA,1,1,3,1.5999999999999999
Kiss Me First,2018,TV-MA,1,1,3,1.5999999999999999
Hotel Transylvania,2017,TV-Y7,1,0,2,1.1
Borges,2018,TV-MA,1,1,2,1.3
Life Sentence,2018,TV-14,1,0,1,0.8
Marvel's Luke Cage,2018,TV-MA,2,1,3,2.1
Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,TV-MA,1,1,3,1.5999999999999999
True: Magical Friends,2018,TV-Y,1,0,1,0.8
True: Wonderful Wishes,2018,TV-Y,1,0,1,0.8
The Staircase,2018,TV-MA,1,1,3,1.5999999999999999
The Night Shift,2017,TV-14,4,0,1,2.3
Dinosaur King,2008,TV-Y7,2,0,2,1.6
November 13: Attack on Paris,2018,TV-MA,1,1,3,1.5999999999999999
Unbreakable Kimmy Schmidt,2019,TV-14,4,0,1,2.3
Arrested Development,2019,TV-MA,5,1,1,3.0
The Break with Michelle Wolf,2018,TV-MA,1,1,2,1.3
Something in the Rain,2018,TV-MA,1,1,3,1.5999999999999999
Trollhunters,2018,TV-Y7,3,0,3,2.4
Mob Psycho 100,2018,TV-MA,1,1,3,1.5999999999999999
Dance & Sing with True,2018,TV-Y,1,0,1,0.8
Inspector Gadget,2017,TV-Y7,4,0,3,2.9
Saint Seiya: The Lost Canvas,2009,TV-MA,1,1,2,1.3
Bill Nye Saves the World,2018,TV-14,3,0,1,1.8
Evil Genius,2018,TV-MA,1,1,3,1.5999999999999999
The Who Was? Show,2018,TV-PG,1,0,2,1.1
A Little Help with Carol Burnett,2018,TV-G,1,0,2,1.1
Kong: King of the Apes,2018,TV-Y7,2,0,1,1.3
Simon,2016,TV-Y,1,0,1,0.8
Spiritual House,2017,TV-PG,1,0,2,1.1
Black Crows,2017,TV-14,1,0,2,1.1
Bobby Kennedy for President,2018,TV-MA,1,1,1,1.0
Goodnight DJ 1,2016,TV-14,2,0,3,1.9
Moving On,2016,TV-PG,1,0,2,1.1
Trio and a Bed,2016,TV-PG,1,0,3,1.4
海的儿子,2016,TV-14,1,0,2,1.1
Charité,2017,TV-MA,1,1,2,1.3
The Chalet,2018,TV-MA,1,1,3,1.5999999999999999
The Honeymoon Stand Up Special,2018,TV-MA,1,1,2,1.3
The Magic School Bus Rides Again,2018,TV-Y,2,0,1,1.3
AMO,2017,TV-MA,1,1,2,1.3
Troy,2018,TV-MA,1,1,3,1.5999999999999999
Wakfu,2017,TV-PG,3,0,1,1.8
Star Trek: The Next Generation,1993,TV-PG,7,0,2,4.1
Fallet,2017,TV-MA,1,1,3,1.5999999999999999
Loaded,2017,TV-MA,1,1,3,1.5999999999999999
Doctor Foster,2017,TV-MA,2,1,3,2.1
Rapture,2018,TV-MA,1,1,1,1.0
Trailer Park Boys,2018,TV-MA,12,1,3,7.1000000000000005
Trump: An American Dream,2018,TV-14,1,0,1,0.8
James Acaster: Repertoire,2018,TV-14,1,0,3,1.4
Requiem,2018,TV-MA,1,1,3,1.5999999999999999
The Standups,2018,TV-MA,2,1,2,1.8
Edha,2018,TV-MA,1,1,3,1.5999999999999999
Wild Wild Country,2018,TV-MA,1,1,2,1.3
Secret of the Nile,2016,TV-14,1,0,3,1.4
Tabula Rasa,2017,TV-MA,1,1,3,1.5999999999999999
Children of the Whales,2017,TV-14,1,0,2,1.1
A.I.C.O.,2018,TV-14,1,0,2,1.1
Collateral,2018,TV-MA,1,1,3,1.5999999999999999
Bad Guys: Vile City,2018,TV-MA,1,1,3,1.5999999999999999
Borderliner,2017,TV-MA,1,1,3,1.5999999999999999
Flint Town,2018,TV-MA,1,1,2,1.3
21 Thunder,2017,TV-MA,1,1,3,1.5999999999999999
Best Lover,2016,TV-14,1,0,3,1.4
Marseille,2018,TV-MA,2,1,3,2.1
Seven Seconds,2018,TV-MA,1,1,2,1.3
Hitler's Circle of Evil,2017,TV-14,1,0,3,1.4
The Frankenstein Chronicles,2017,TV-MA,2,1,3,2.1
Dragons: Race to the Edge,2018,TV-Y7,6,0,2,3.6
Everything Sucks!,2018,TV-14,1,0,3,1.4
Re:Mind,2017,TV-MA,1,1,3,1.5999999999999999
Valor,2017,TV-14,1,0,2,1.1
Coach Snoop,2018,TV-MA,1,1,2,1.3
Under Arrest,2016,TV-MA,8,1,3,5.1000000000000005
Retribution,2016,TV-MA,1,1,3,1.5999999999999999
The Adventures of Puss in Boots,2018,TV-Y7,6,0,2,3.6
Prison Playbook,2017,TV-MA,1,1,3,1.5999999999999999
The Shannara Chronicles,2018,TV-MA,2,1,3,2.1
Love and Hong Kong,2017,TV-PG,1,0,3,1.4
Tiempos de guerra,2017,TV-MA,1,1,3,1.5999999999999999
Godzilla,2017,TV-14,1,0,1,0.8
Disjointed,2018,TV-MA,2,1,1,1.5
Tundukkan Playboy Itu,2016,TV-PG,1,0,3,1.4
Episodes,2017,TV-MA,5,1,2,3.3000000000000003
Devilman Crybaby,2018,TV-MA,1,1,3,1.5999999999999999
Fullmetal Alchemist,2003,TV-14,1,0,2,1.1
Fullmetal Alchemist: Brotherhood,2010,TV-14,5,0,2,3.1
Lovesick,2018,TV-MA,3,1,3,2.6
Pokémon: Indigo League,2000,TV-Y7,1,0,2,1.1
The Frozen Dead,2017,TV-MA,1,1,3,1.5999999999999999
Dave Chappelle: Equanimity & The Bird Revelation,2017,TV-MA,1,1,2,1.3
La Mante,2017,TV-MA,1,1,3,1.5999999999999999
Wadi,2015,TV-14,1,0,2,1.1
Part-Time Idol,2017,TV-14,1,0,3,1.4
Myths & Monsters,2017,TV-PG,1,0,2,1.1
72 Dangerous Animals: Latin America,2017,TV-14,1,0,3,1.4
The Indian Detective,2017,TV-14,1,0,3,1.4
"Hello, My Twenties!",2017,TV-MA,2,1,3,2.1
Cheuk Wan-Chi: Two Night Stand,2015,TV-MA,1,1,3,1.5999999999999999
Wormwood,2017,TV-14,1,0,2,1.1
Halt and Catch Fire,2017,TV-14,4,0,1,2.3
Dawai Asmara,2016,TV-14,1,0,2,1.1
All Hail King Julien,2017,TV-Y7,5,0,2,3.1
Dhia Sofea,2015,TV-14,1,0,2,1.1
Kantaro: The Sweet Tooth Salaryman,2017,TV-PG,1,0,2,1.1
Oggy and the Cockroaches,2017,TV-Y7,1,0,2,1.1
Padamu Aku Bersujud,2015,TV-14,1,0,3,1.4
TURN: Washington's Spies,2017,TV-14,4,0,1,2.3
Man Down,2017,TV-MA,4,1,3,3.1
Broadchurch,2017,TV-MA,3,1,3,2.6
The Many Faces of Ito,2017,TV-14,1,0,3,1.4
Trailer Park Boys: Out of the Park: USA,2017,TV-MA,1,1,2,1.3
Bright: The Music Videos,2017,TV-MA,1,1,1,1.0
Argon,2017,TV-MA,1,1,3,1.5999999999999999
Godless,2017,TV-MA,1,1,1,1.0
Longmire,2017,TV-MA,6,1,2,3.8000000000000003
Luna Petunia,2017,TV-Y,3,0,1,1.8
Shot in the Dark,2017,TV-MA,1,1,1,1.0
The Irregular at Magic High School,2014,TV-14,1,0,3,1.4
The Method,2015,TV-MA,1,1,3,1.5999999999999999
Blazing Transfer Students,2017,TV-MA,1,1,3,1.5999999999999999
Glitter Force Doki Doki,2017,TV-Y7,2,0,2,1.6
Lady Dynamite,2017,TV-MA,2,1,1,1.5
Fate/Apocrypha,2017,TV-MA,2,1,2,1.8
Project Mc²,2017,TV-G,6,0,1,3.3
Akulah Balqis,2015,TV-14,1,0,2,1.1
Alias Grace,2017,TV-MA,1,1,3,1.5999999999999999
The Family Court,2010,TV-MA,1,1,2,1.3
The Golden Path,2007,TV-MA,1,1,2,1.3
The Little Nyonya,2009,TV-14,1,0,2,1.1
The Truth,2008,TV-14,1,0,3,1.4
Together,2009,TV-14,1,0,2,1.1
Beyond Stranger Things,2017,TV-14,1,0,3,1.4
The Mist,2017,TV-MA,1,1,3,1.5999999999999999
W1A,2017,TV-MA,3,1,2,2.3000000000000003
Haters Back Off,2017,TV-PG,2,0,2,1.6
The Day I Met El Chapo,2017,TV-MA,1,1,3,1.5999999999999999
In Laws,2016,TV-PG,1,0,3,1.4
Laws of Attraction,2012,TV-14,1,0,3,1.4
Seven and Me,2017,TV-Y,1,0,1,0.8
West Coast Customs,2015,TV-G,6,0,2,3.6
ID-0,2017,TV-PG,1,0,2,1.1
Kibaoh Klashers,2017,TV-Y7,2,0,1,1.3
Beyblade Burst,2016,TV-Y7,1,0,2,1.1
Equestria Girls: Tales of Canterlot High,2017,TV-Y7,1,0,2,1.1
Justice in the City,2012,TV-14,1,0,2,1.1
Noddy Toyland Detective,2016,TV-Y,2,0,1,1.3
Star Trek: Enterprise,2004,TV-14,4,0,3,2.9
Star Trek: Voyager,2000,TV-PG,7,0,2,4.1
Sudden,2013,TV-14,1,0,3,1.4
The Dream Catchers,2009,TV-14,1,0,3,1.4
What She Put on the Table,2017,TV-14,1,0,2,1.1
The Royal House of Windsor,2017,TV-MA,1,1,3,1.5999999999999999
Mak Cun,2015,TV-PG,1,0,3,1.4
Paul Hollywood's Big Continental Road Trip,2017,TV-14,1,0,3,1.4
Real Rob,2017,TV-MA,2,1,1,1.5
Satu Hari,2014,TV-PG,1,0,2,1.1
Terrace House: Aloha State,2017,TV-14,4,0,2,2.6
Dark Matter,2017,TV-14,3,0,2,2.1
VeggieTales in the City,2017,TV-Y,2,0,1,1.3
Offspring,2017,TV-MA,7,1,2,4.3
Apaches,2016,TV-MA,1,1,3,1.5999999999999999
Fire Chasers,2017,TV-MA,1,1,2,1.3
No Tomorrow,2016,TV-PG,1,0,3,1.4
Reign,2017,TV-14,4,0,1,2.3
Frequency,2016,TV-14,1,0,3,1.4
The Vampire Diaries,2016,TV-14,8,0,3,4.9
A Boy Name Flora A,2017,TV-MA,1,1,3,1.5999999999999999
A House of Blocks,2017,TV-PG,1,0,3,1.4
FINAL FANTASY XIV Dad of Light,2017,TV-PG,1,0,2,1.1
Gurren Lagann,2007,TV-14,1,0,2,1.1
High Risk,1988,TV-PG,1,0,2,1.1
LEGO Elves: Secrets of Elvendale,2017,TV-Y7,1,0,1,0.8
Narcos,2017,TV-MA,3,1,3,2.6
Dinotrux,2017,TV-Y7,5,0,1,2.8
Marvel's The Defenders,2017,TV-MA,1,1,3,1.5999999999999999
20 Minutes,2013,TV-MA,1,1,3,1.5999999999999999
Million Yen Women,2017,TV-MA,1,1,3,1.5999999999999999
Wet Hot American Summer: Ten Years Later,2017,TV-MA,1,1,1,1.0
Bountiful Blessings,2011,TV-14,1,0,3,1.4
Close Your Eyes Before It’s Dark,2016,TV-14,1,0,3,1.4
Entangled,2014,TV-14,1,0,2,1.1
Fartsa,2015,TV-14,1,0,3,1.4
"Have You Ever Fallen in Love, Miss Jiang?",2016,TV-14,1,0,3,1.4
Life Plan A and B,2016,TV-PG,1,0,3,1.4
Locust,2014,TV-MA,1,1,3,1.5999999999999999
Love Storm,2016,TV-14,1,0,3,1.4
Surviving Escobar - Alias JJ,2017,TV-MA,1,1,3,1.5999999999999999
The In-Laws,2011,TV-14,1,0,2,1.1
The IT Crowd,2013,TV-MA,5,1,3,3.6
Vexed,2012,TV-MA,2,1,3,2.1
World War II in Colour,2009,TV-MA,1,1,3,1.5999999999999999
Daughters of Destiny,2017,TV-14,1,0,1,0.8
Ari Shaffir: Double Negative,2017,TV-MA,1,1,1,1.0
Dawn of the Croods,2017,TV-Y7,4,0,1,2.3
Degrassi: Next Class,2017,TV-14,4,0,3,2.9
Diamond Lover,2015,TV-PG,1,0,3,1.4
King’s War,2012,TV-14,1,0,2,1.1
Qin Empire: Alliance,2012,TV-14,1,0,2,1.1
The Legend of Bruce Lee,2008,TV-14,1,0,3,1.4
46,2016,TV-MA,1,1,3,1.5999999999999999
Against the Tide,2014,TV-14,1,0,3,1.4
Barbie Life in the Dreamhouse,2012,TV-Y,1,0,2,1.1
Breakout,2010,TV-14,1,0,2,1.1
Intersection,2016,TV-MA,3,1,3,2.6
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,2015,TV-Y,1,0,2,1.1
Mystic Whispers,2014,TV-14,1,0,3,1.4
Spice Up,2014,TV-14,1,0,3,1.4
The Oath,2011,TV-14,1,0,3,1.4
The Truth Seekers,2016,TV-MA,1,1,3,1.5999999999999999
The Ultimatum,2009,TV-14,1,0,2,1.1
Unriddle,2012,TV-14,2,0,3,1.9
World at Your Feet,2014,TV-14,1,0,2,1.1
Yes We Can!,2014,TV-14,1,0,2,1.1
Yours Fatefully,2012,TV-14,1,0,3,1.4
Criminal Minds,2017,TV-14,12,0,3,6.9
Gypsy,2017,TV-MA,1,1,1,1.0
Little Witch Academia,2017,TV-Y7,2,0,2,1.6
Young & Hungry,2017,TV-14,5,0,1,2.8
Pac-Man and the Ghostly Adventures,2014,TV-Y7,2,0,2,1.6
Aquarius,2016,TV-MA,2,1,2,1.8
World of Winx,2017,TV-Y7,2,0,1,1.3
28 Moons,2016,TV-PG,1,0,3,1.4
Magic Phone,2016,TV-PG,1,0,3,1.4
Man to Man,2017,TV-14,1,0,3,1.4
My Little Baby,2016,TV-PG,1,0,3,1.4
Singles Villa,2015,TV-14,1,0,3,1.4
Under the Black Moonlight,2016,TV-14,1,0,3,1.4
My Only Love Song,2017,TV-MA,1,1,3,1.5999999999999999
Crashing,2016,TV-MA,1,1,3,1.5999999999999999
Flaked,2017,TV-MA,2,1,2,1.8
Mind Game,2015,TV-14,1,0,3,1.4
Miniforce,2016,TV-Y7,1,0,2,1.1
Off Camera,2015,TV-MA,3,1,1,2.0
The Day Will Come,2016,TV-14,1,0,2,1.1
The Dream Job,2016,TV-14,1,0,2,1.1
Bloodline,2017,TV-MA,3,1,3,2.6
